Text,Language,clean_text
कैसा चल रहा है?,Hindi,कैसाचलरहाहै
ये कैसा चल रहा है?। तो आप किसी से मिलते हैं और आप यह कैसे हो रहा है?,Hindi,येकैसाचलरहाहै।तोआपकिसीसेमिलतेहैंऔरआपयहकैसेहोरहाहै
"वाक्यांश संख्या दो, जब आपने किसी को कुछ समय के लिए नहीं देखा है, तो आप उसे बताएंगे कि कोई समय नहीं है, तो इसका मतलब है कि आपने इस व्यक्ति को शायद हफ्तों या महीनों में नहीं देखा है जब तक कि वाक्यांश संख्या नहीं देखी जाती है। तीन अगर आप पूछना चाहते हैं कि आप क्या कर रहे हैं। आप पूछते हैं कि आपके जीवन में क्या चल रहा था?",Hindi,वाक्यांशसंख्यादोजबआपनेकिसीकोकुछसमयकेलिएनहींदेखाहैतोआपउसेबताएंगेकिकोईसमयनहींहैतोइसकामतलबहैकिआपनेइसव्यक्तिकोशायदहफ्तोंयामहीनोंमेंनहींदेखाहैजबतककिवाक्यांशसंख्यानहींदेखीजातीहै।तीनअगरआपपूछनाचाहतेहैंकिआपक्याकररहेहैं।आपपूछतेहैंकिआपकेजीवनमेंक्याचलरहाथा
सब कुछ होने से पहले आप उन्हें उठाने के लिए क्या कर रहे हैं?,Hindi,सबकुछहोनेसेपहलेआपउन्हेंउठानेकेलिएक्याकररहेहैं
"अच्छी तरह से आप बस जवाब दे सकते हैं कि सब कुछ वास्तव में अच्छा नहीं है। अगला वाक्यांश शिकायत नहीं कर सकता है कि कोई व्यक्ति आपको कुछ बताता है और आपने वास्तव में बातचीत में इसका उल्लेख नहीं किया है जैसे कि वे किसी भी तरह से अनुमान लगाते हैं कि आपके पास एक नया काम है, और आप उससे पूछते हैं। आपको कैसे मालूम?। आपको यह खबर कैसे लगी पता है अगर कोई एक अच्छा मजाक बताता है तो आप बता सकते हैं कि यह एक अच्छा है। यह एक महान मजाक है इसलिए यह वाक्यांश एक अच्छा है। यदि आप किसी को धन्यवाद देना चाहते हैं, तो आप कह सकते हैं कि यह आपके लिए बहुत बहुत धन्यवाद है कि ऐसा करने के लिए आपका बहुत बहुत धन्यवाद। आपकी सहायता करने की कोशिश कर रहा था, लेकिन आप जो कह सकते हैं, उस तक नहीं पहुँच सके। धन्यवाद वैसे भी यह कोई फर्क नहीं पड़ता, लेकिन वैसे भी धन्यवाद। आपके प्रयास के लिए धन्यवाद। वैसे भी धन्यवाद नहीं, और एक और वाक्यांश जो मैं अपने ईमेल में कभी-कभी उपयोग करता हूं जब मैंने किसी व्यक्ति के लिए नहीं पूछा है। मैं पूछता हूं और फिर अंत में कहता हूं। अग्रिम धन्यवाद, जिसका अर्थ है कि मैं वास्तव में आशा करता हूं कि आप कर रहे हैं। यह पहले से आपको धन्यवाद देता हूं। अग्रिम धन्यवाद अगर किसी ने कोई गलती की है, और वह वास्तव में इसके बारे में परेशान है। आप बस कोई चिंता नहीं कह सकते हैं। चिंता मत करो, चिंता मत करो, जिसका मतलब है कि इसके बारे में चिंता मत करो। यह ठीक है। कोई चिंता नहीं है कि आप घर आए और आपके सभी दोस्त आपके सोफे पर बैठे हों। और तुम यहाँ क्या हो रहा है जैसे तुम यहाँ क्या कर रहे हो?",Hindi,अच्छीतरहसेआपबसजवाबदेसकतेहैंकिसबकुछवास्तवमेंअच्छानहींहै।अगलावाक्यांशशिकायतनहींकरसकताहैकिकोईव्यक्तिआपकोकुछबताताहैऔरआपनेवास्तवमेंबातचीतमेंइसकाउल्लेखनहींकियाहैजैसेकिवेकिसीभीतरहसेअनुमानलगातेहैंकिआपकेपासएकनयाकामहैऔरआपउससेपूछतेहैं।आपकोकैसेमालूम।आपकोयहखबरकैसेलगीपताहैअगरकोईएकअच्छामजाकबताताहैतोआपबतासकतेहैंकियहएकअच्छाहै।यहएकमहानमजाकहैइसलिएयहवाक्यांशएकअच्छाहै।यदिआपकिसीकोधन्यवाददेनाचाहतेहैंतोआपकहसकतेहैंकियहआपकेलिएबहुतबहुतधन्यवादहैकिऐसाकरनेकेलिएआपकाबहुतबहुतधन्यवाद।आपकीसहायताकरनेकीकोशिशकररहाथालेकिनआपजोकहसकतेहैंउसतकनहींपहुँचसके।धन्यवादवैसेभीयहकोईफर्कनहींपड़तालेकिनवैसेभीधन्यवाद।आपकेप्रयासकेलिएधन्यवाद।वैसेभीधन्यवादनहींऔरएकऔरवाक्यांशजोमैंअपनेईमेलमेंकभीकभीउपयोगकरताहूंजबमैंनेकिसीव्यक्तिकेलिएनहींपूछाहै।मैंपूछताहूंऔरफिरअंतमेंकहताहूं।अग्रिमधन्यवादजिसकाअर्थहैकिमैंवास्तवमेंआशाकरताहूंकिआपकररहेहैं।यहपहलेसेआपकोधन्यवाददेताहूं।अग्रिमधन्यवादअगरकिसीनेकोईगलतीकीहैऔरवहवास्तवमेंइसकेबारेमेंपरेशानहै।आपबसकोईचिंतानहींकहसकतेहैं।चिंतामतकरोचिंतामतकरोजिसकामतलबहैकिइसकेबारेमेंचिंतामतकरो।यहठीकहै।कोईचिंतानहींहैकिआपघरआएऔरआपकेसभीदोस्तआपकेसोफेपरबैठेहों।औरतुमयहाँक्याहोरहाहैजैसेतुमयहाँक्याकररहेहो
क्या हो रहा है अगर आप कुछ नहीं पकड़ते हैं या यह उस व्यक्ति को समझ नहीं पाया जिसे आप हमेशा पूछ सकते हैं कि क्या मैंने आपको सही किया है?,Hindi,क्याहोरहाहैअगरआपकुछनहींपकड़तेहैंयायहउसव्यक्तिकोसमझनहींपायाजिसेआपहमेशापूछसकतेहैंकिक्यामैंनेआपकोसहीकियाहै
और फिर आगे बढ़ें और समझाएं कि आपको कहाँ मिला था मैंने आपको सही किया?,Hindi,औरफिरआगेबढ़ेंऔरसमझाएंकिआपकोकहाँमिलाथामैंनेआपकोसहीकिया
"अगर आप किसी से पूछते हैं कि आप रोने के लिए परेशान न हों तो आप कह सकते हैं कि इसे दिल पर मत लें। इसे गंभीरता से दिल की तरह न लें ताकि परेशान न हों, इसे दिल पर न लें। यह पूछने का एक और तरीका कि क्या आपने वाक्यांश का एक हिस्सा नहीं पकड़ा है, तो आप कह सकते हैं कि मैंने अंतिम शब्द नहीं पकड़ा था। मुझे माफ कर दो। क्या आप इसे दोहरा सकते हैं क्योंकि मैंने अंतिम शब्द को नहीं पकड़ा अगर वह चाहता है कि कोई व्यक्ति पूरे वाक्यांश को फिर से दोहराए। आप सॉरी कह सकते हैं। मैं नहीं सुन रहा था क्योंकि शायद आप व्यस्त थे। शायद आप फोन पर बात कर रहे थे और कोई आपसे बात कर रहा था, और आप पसंद कर रहे हैं। बाप रे बाप। क्षमा करें, मैं नहीं सुन रहा था। क्या आप इसे दोहरा सकते हैं?। मुझे माफ कर दो। मैं एक और वाक्यांश नहीं सुन रहा था जो मैं हर समय उपयोग करता हूं। इससे कोई फर्क नहीं पड़ता कि अगर आप अपनी कॉफी मुझे छोड़ दें तो चिंता न करें। यह ऐसा है जैसे कोई फर्क नहीं पड़ता। मैं ठीक हो जाऊंगा। मैं' वैसे भी कपड़े धोने के लिए जा रहा हूँ। यदि आप किसी को शुभकामना देना चाहते हैं तो कोई बात नहीं। और मैं हमेशा ऐसा करता हूं कि आप कह सकते हैं कि उंगलियां पार हो गई हैं और आप उंगलियों को उस तरह से पार करते हैं। उंगलियों को पार कर। एक और वाक्यांश है कि अमेरिकन्स का उपयोग ओह बुरा है जो इसे समझाता है और। स्थिति यह है कि आपको कुछ नहीं मिला और फिर आपको एक अतिरिक्त प्रभाव मिलता है, और आप इसे प्राप्त करते हैं। और आप ओह की तरह हैं जो इसे बताते हैं जो इसे समझाते हैं। व्यक्ति को परेशान न होने के लिए कहने का एक और तरीका यह है कि आप कह सकते हैं कि चीजें ठीक हो सकती हैं। अगर आपके पास उस व्यक्ति का नाम नहीं है जिससे आप उससे बात करना चाहते हैं तो परेशान न हों। आप कह सकते हैं कि आप जानते हैं कि आपको परेशान करने के लिए खेद है। किसी की व्यस्तता आपको हमेशा परेशान करने के लिए सॉरी कह सकती है और फिर आप आगे जाकर पूछ सकते हैं। आपको परेशान करने के लिए क्षमा करें। यदि आप किसी के बारे में कुछ के बीच में हैं ' आपसे कुछ पूछने के लिए आप ओह कह सकते हैं। आप किसी चीज के बीच में हैं और किसी को किसी के कहने पर आप कुछ ऐसा करने के लिए कह रहे हैं, मुझे खेद है। मैं एक मिनट में आपके साथ रहूँगा और मैं आपके साथ रहूँगा और आप कुछ करना फिर से शुरू करेंगे और आप कहेंगे कि हम कहाँ थे। जैसे कि हम कब रुके थे हम कहाँ थे और आपको इसे दोहराना होगा क्योंकि यह क्या ध्वनि है कि कुछ लोग कुछ गलती करते हैं। इसलिए यह अभ्यास करने का एक शानदार तरीका है कि अगर आप बातचीत के बीच में हैं तो हम फिर से कहाँ थे?",Hindi,अगरआपकिसीसेपूछतेहैंकिआपरोनेकेलिएपरेशाननहोंतोआपकहसकतेहैंकिइसेदिलपरमतलें।इसेगंभीरतासेदिलकीतरहनलेंताकिपरेशाननहोंइसेदिलपरनलें।यहपूछनेकाएकऔरतरीकाकिक्याआपनेवाक्यांशकाएकहिस्सानहींपकड़ाहैतोआपकहसकतेहैंकिमैंनेअंतिमशब्दनहींपकड़ाथा।मुझेमाफकरदो।क्याआपइसेदोहरासकतेहैंक्योंकिमैंनेअंतिमशब्दकोनहींपकड़ाअगरवहचाहताहैकिकोईव्यक्तिपूरेवाक्यांशकोफिरसेदोहराए।आपसॉरीकहसकतेहैं।मैंनहींसुनरहाथाक्योंकिशायदआपव्यस्तथे।शायदआपफोनपरबातकररहेथेऔरकोईआपसेबातकररहाथाऔरआपपसंदकररहेहैं।बापरेबाप।क्षमाकरेंमैंनहींसुनरहाथा।क्याआपइसेदोहरासकतेहैं।मुझेमाफकरदो।मैंएकऔरवाक्यांशनहींसुनरहाथाजोमैंहरसमयउपयोगकरताहूं।इससेकोईफर्कनहींपड़ताकिअगरआपअपनीकॉफीमुझेछोड़देंतोचिंतानकरें।यहऐसाहैजैसेकोईफर्कनहींपड़ता।मैंठीकहोजाऊंगा।मैंवैसेभीकपड़ेधोनेकेलिएजारहाहूँ।यदिआपकिसीकोशुभकामनादेनाचाहतेहैंतोकोईबातनहीं।औरमैंहमेशाऐसाकरताहूंकिआपकहसकतेहैंकिउंगलियांपारहोगईहैंऔरआपउंगलियोंकोउसतरहसेपारकरतेहैं।उंगलियोंकोपारकर।एकऔरवाक्यांशहैकिअमेरिकन्सकाउपयोगओहबुराहैजोइसेसमझाताहैऔर।स्थितियहहैकिआपकोकुछनहींमिलाऔरफिरआपकोएकअतिरिक्तप्रभावमिलताहैऔरआपइसेप्राप्तकरतेहैं।औरआपओहकीतरहहैंजोइसेबतातेहैंजोइसेसमझातेहैं।व्यक्तिकोपरेशाननहोनेकेलिएकहनेकाएकऔरतरीकायहहैकिआपकहसकतेहैंकिचीजेंठीकहोसकतीहैं।अगरआपकेपासउसव्यक्तिकानामनहींहैजिससेआपउससेबातकरनाचाहतेहैंतोपरेशाननहों।आपकहसकतेहैंकिआपजानतेहैंकिआपकोपरेशानकरनेकेलिएखेदहै।किसीकीव्यस्तताआपकोहमेशापरेशानकरनेकेलिएसॉरीकहसकतीहैऔरफिरआपआगेजाकरपूछसकतेहैं।आपकोपरेशानकरनेकेलिएक्षमाकरें।यदिआपकिसीकेबारेमेंकुछकेबीचमेंहैंआपसेकुछपूछनेकेलिएआपओहकहसकतेहैं।आपकिसीचीजकेबीचमेंहैंऔरकिसीकोकिसीकेकहनेपरआपकुछऐसाकरनेकेलिएकहरहेहैंमुझेखेदहै।मैंएकमिनटमेंआपकेसाथरहूँगाऔरमैंआपकेसाथरहूँगाऔरआपकुछकरनाफिरसेशुरूकरेंगेऔरआपकहेंगेकिहमकहाँथे।जैसेकिहमकबरुकेथेहमकहाँथेऔरआपकोइसेदोहरानाहोगाक्योंकियहक्याध्वनिहैकिकुछलोगकुछगलतीकरतेहैं।इसलिएयहअभ्यासकरनेकाएकशानदारतरीकाहैकिअगरआपबातचीतकेबीचमेंहैंतोहमफिरसेकहाँथे
और आपको वह नहीं मिला जो दूसरा व्यक्ति कह रहा था आप कह सकते हैं कि आप कह रहे थे और एक प्रश्न चिह्न के साथ। जिसका अर्थ है जो व्यक्ति को एक बार फिर से दोहराने के लिए प्रेरित करता है?,Hindi,औरआपकोवहनहींमिलाजोदूसराव्यक्तिकहरहाथाआपकहसकतेहैंकिआपकहरहेथेऔरएकप्रश्नचिह्नकेसाथ।जिसकाअर्थहैजोव्यक्तिकोएकबारफिरसेदोहरानेकेलिएप्रेरितकरताहै
"आप कह रहे थे । अगर किसी को अपने सपनों का एक काम मिल गया है जिसे आप भाग्यशाली कह सकते हैं या कोई व्यक्ति अपने सपनों के विश्वविद्यालय में मिला जैसे भाग्यशाली आप यह व्यक्ति को भाग्यशाली मानने के लिए बधाई देने का एक तरीका है या सिर्फ इस बात पर जोर देने के लिए कि वह भाग्यशाली है कि आप कहने का एक और तरीका है तुम सच में गुस्सा हो कह रहे हो कि मैं बाहर बहुत गुस्सा था जैसे मैं बहुत गुस्से में था। बाहर यह बहुत गुस्सा है। ओह, यह लगभग पागल की तरह है। मैंने एक और मुहावरा सुनाया कि देशी वक्ताओं का उपयोग आपके लिए अच्छा है और यह सकारात्मक और नकारात्मक दोनों हो सकता है। वे आपके लिए अच्छे हैं, यह आपके बिना बेहतर होगा और यह एक नकारात्मक अर्थ है इसलिए वास्तव में सूचना को सुनें। अगर आपको कुछ अचरज होता है, तो आप यह भी कह सकते हैं कि हे भगवान!",Hindi,आपकहरहेथे।अगरकिसीकोअपनेसपनोंकाएककाममिलगयाहैजिसेआपभाग्यशालीकहसकतेहैंयाकोईव्यक्तिअपनेसपनोंकेविश्वविद्यालयमेंमिलाजैसेभाग्यशालीआपयहव्यक्तिकोभाग्यशालीमाननेकेलिएबधाईदेनेकाएकतरीकाहैयासिर्फइसबातपरजोरदेनेकेलिएकिवहभाग्यशालीहैकिआपकहनेकाएकऔरतरीकाहैतुमसचमेंगुस्साहोकहरहेहोकिमैंबाहरबहुतगुस्साथाजैसेमैंबहुतगुस्सेमेंथा।बाहरयहबहुतगुस्साहै।ओहयहलगभगपागलकीतरहहै।मैंनेएकऔरमुहावरासुनायाकिदेशीवक्ताओंकाउपयोगआपकेलिएअच्छाहैऔरयहसकारात्मकऔरनकारात्मकदोनोंहोसकताहै।वेआपकेलिएअच्छेहैंयहआपकेबिनाबेहतरहोगाऔरयहएकनकारात्मकअर्थहैइसलिएवास्तवमेंसूचनाकोसुनें।अगरआपकोकुछअचरजहोताहैतोआपयहभीकहसकतेहैंकिहेभगवान
मुझे विश्वास नहीं हो रहा है कि आप मुझे मुस्कुराने के लिए किसी को बताने के लिए मज़ाक कर रहे हैं और खुश रहने के लिए आप हमेशा कह सकते हैं कि खुश रहो। अगर आप चाहते हैं कि कोई व्यक्ति रोने की आवाज़ करे और किसी ऐसी चीज़ के बारे में शिकायत करे जो नहीं हो रही है तो आप कह सकते हैं कि मैं आ सकता हूँ क्या आप इसे कर सकते हैं?,Hindi,मुझेविश्वासनहींहोरहाहैकिआपमुझेमुस्कुरानेकेलिएकिसीकोबतानेकेलिएमज़ाककररहेहैंऔरखुशरहनेकेलिएआपहमेशाकहसकतेहैंकिखुशरहो।अगरआपचाहतेहैंकिकोईव्यक्तिरोनेकीआवाज़करेऔरकिसीऐसीचीज़केबारेमेंशिकायतकरेजोनहींहोरहीहैतोआपकहसकतेहैंकिमैंआसकताहूँक्याआपइसेकरसकतेहैं
"चलो। आप इसे कर सकते हैं आप टोफेल को पास कर सकते हैं आप उस गम को पास कर सकते हैं जो आपको मिल जाएगा। आप ऐसा कर सकते हैं यदि कोई व्यक्ति वास्तव में अच्छा कर रहा है, तो आप उन्हें बता सकते हैं कि अच्छे काम को बनाए रखने के लिए अच्छे काम को बनाए रखें जैसे कि आप हैं और अच्छा काम जारी रखें एक और वाक्यांश बोलचाल है, और यह वही है जो आमेरिकेन है कहते हैं। कि जलाया जाता है जिसका अर्थ है कि अद्भुत है कई अमृत कैलीफ़ोर्निया में कहा गया है। ओह, कि जलाया गया है और आप शायद इसे गाने में सुना है कि ' s lit अगर कोई व्यक्ति विफलताओं के बाद सफल होता है, तो आप कह सकते हैं कि आप वहां जाते हैं, मैंने आपको बताया कि आप इसे बनाने जा रहे हैं, अगर आप थक गए हैं तो आप किसी से पूछ रहे हैं और आप यह कहना चाहते हैं कि आप बिल्कुल नहीं थक रहे हैं थोडा नहीं कह सकते। मैं इसे जारी रखना चाहता हूं, जब मैं आपसे पूछ रहा हूं कि कोई आपको थका नहीं है, तो आपको यकीन है कि आप कह सकते हैं कि इसमें कोई जगह नहीं है?",Hindi,चलो।आपइसेकरसकतेहैंआपटोफेलकोपासकरसकतेहैंआपउसगमकोपासकरसकतेहैंजोआपकोमिलजाएगा।आपऐसाकरसकतेहैंयदिकोईव्यक्तिवास्तवमेंअच्छाकररहाहैतोआपउन्हेंबतासकतेहैंकिअच्छेकामकोबनाएरखनेकेलिएअच्छेकामकोबनाएरखेंजैसेकिआपहैंऔरअच्छाकामजारीरखेंएकऔरवाक्यांशबोलचालहैऔरयहवहीहैजोआमेरिकेनहैकहतेहैं।किजलायाजाताहैजिसकाअर्थहैकिअद्भुतहैकईअमृतकैलीफ़ोर्नियामेंकहागयाहै।ओहकिजलायागयाहैऔरआपशायदइसेगानेमेंसुनाहैकिslitअगरकोईव्यक्तिविफलताओंकेबादसफलहोताहैतोआपकहसकतेहैंकिआपवहांजातेहैंमैंनेआपकोबतायाकिआपइसेबनानेजारहेहैंअगरआपथकगएहैंतोआपकिसीसेपूछरहेहैंऔरआपयहकहनाचाहतेहैंकिआपबिल्कुलनहींथकरहेहैंथोडानहींकहसकते।मैंइसेजारीरखनाचाहताहूंजबमैंआपसेपूछरहाहूंकिकोईआपकोथकानहींहैतोआपकोयकीनहैकिआपकहसकतेहैंकिइसमेंकोईजगहनहींहै
अमेरिका में संदेह के लिए कोई जगह नहीं है यदि आप किसी को एसएमएस करना चाहते हैं या उन्हें एक संदेश भेजते हैं जिसे आप पाठ को पाठ कहते हैं तो मैं आपको पाठ लिखूंगा जिसका मतलब है कि मैं आपको व्हाट्सएप या टेलीग्राम या संदेशवाहक के माध्यम से एक संदेश भेजूंगा जिसका उपयोग मैं करूँगा पाठ आप फिर से किसी को खुश करने के लिए उन्हें बताने के लिए परेशान न होने के लिए आप कह सकते हैं कि यह इसके लायक नहीं है जैसे आप क्यों रो रहे हैं?,Hindi,अमेरिकामेंसंदेहकेलिएकोईजगहनहींहैयदिआपकिसीकोएसएमएसकरनाचाहतेहैंयाउन्हेंएकसंदेशभेजतेहैंजिसेआपपाठकोपाठकहतेहैंतोमैंआपकोपाठलिखूंगाजिसकामतलबहैकिमैंआपकोव्हाट्सएपयाटेलीग्रामयासंदेशवाहककेमाध्यमसेएकसंदेशभेजूंगाजिसकाउपयोगमैंकरूँगापाठआपफिरसेकिसीकोखुशकरनेकेलिएउन्हेंबतानेकेलिएपरेशाननहोनेकेलिएआपकहसकतेहैंकियहइसकेलायकनहींहैजैसेआपक्योंरोरहेहैं
यह इसके लायक नहीं है। आप उस समस्या से बहुत बेहतर हैं जिसके बारे में आप रो रहे हैं ' अपने आँसुओं के लायक नहीं है। यह इस लायक नहीं है कि मैं व्यक्तिगत रूप से आपको पसंद किए जाने वाले वाक्यांश से प्यार करता हूं जिसका अर्थ है कि आप अद्भुत हैं। बाप रे बाप। तुम चट्टान तुम चट्टान?,Hindi,यहइसकेलायकनहींहै।आपउससमस्यासेबहुतबेहतरहैंजिसकेबारेमेंआपरोरहेहैंअपनेआँसुओंकेलायकनहींहै।यहइसलायकनहींहैकिमैंव्यक्तिगतरूपसेआपकोपसंदकिएजानेवालेवाक्यांशसेप्यारकरताहूंजिसकाअर्थहैकिआपअद्भुतहैं।बापरेबाप।तुमचट्टानतुमचट्टान
